ID;Nombre;Edad;Género;Ciudad;Comentario;Categoría del problema;Nivel de urgencia;Fecha del reporte;Acceso a internet;Atención previa del gobierno;Zona rural
250;Laura;760;F;Santa Marta;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;03/04/2023;1;0;1
251;Valentina;620;M;Cúcuta;las calles están muy oscuras y peligrosas.;Salud;Urgente;01/09/2023;0;1;0
252;Pedro;290;M;;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;08/06/2023;1;0;0
253;Sofía;670;M;Cúcuta;hay problemas con la recolección de basura.;Educación;Urgente;27/07/2024;1;0;0
254;María;620;F;Bucaramanga;;Medio Ambiente;No urgente;28/05/2023;1;0;1
255;Laura;780;F;Bogotá;no hay suficientes escuelas públicas.;Salud;No urgente;18/11/2023;1;1;1
256;Pedro;370;M;Cartagena;faltan médicos en el centro de salud.;Seguridad;No urgente;09/05/2023;0;1;1
257;Carlos;;F;Manizales;la contaminación del río está aumentando.;Seguridad;Urgente;18/01/2023;1;0;1
258;Carlos;460;M;Barranquilla;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;03/01/2024;0;0;1
259;Carlos;540;F;Pereira;queremos más presencia policial.;Educación;No urgente;26/11/2023;1;1;1
260;Jorge;670;Otro;Santa Marta;;Educación;No urgente;25/10/2023;0;1;0
261;Pedro;690;Otro;Cartagena;faltan médicos en el centro de salud.;Seguridad;Urgente;19/04/2024;1;0;1
262;María;360;Otro;Santa Marta;faltan médicos en el centro de salud.;Seguridad;Urgente;08/05/2024;0;1;0
263;Jorge;310;M;Bucaramanga;la contaminación del río está aumentando.;Educación;Urgente;02/06/2024;1;1;1
264;Camilo;210;F;Manizales;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;30/06/2023;0;0;1
265;Valentina;780;Otro;Cartagena;hay problemas con la recolección de basura.;Salud;Urgente;21/09/2023;0;1;1
266;Jorge;800;F;Cartagena;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;21/04/2024;1;0;1
267;Carlos;640;M;Santa Marta;hay problemas con la recolección de basura.;Salud;Urgente;30/08/2024;0;1;1
268;Pedro;;Otro;Cartagena;faltan médicos en el centro de salud.;Seguridad;Urgente;06/05/2024;1;1;1
269;Sofía;180;F;Santa Marta;las basuras no se recogen a tiempo.;Seguridad;No urgente;01/12/2023;1;0;0
270;Camilo;790;F;Cúcuta;la contaminación del río está aumentando.;Seguridad;No urgente;31/12/2023;0;1;0
271;Pedro;230;Otro;Medellín;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;24/02/2023;1;0;0
272;Ana;230;M;Cartagena;necesitamos más acceso a internet en la zona.;Salud;No urgente;07/05/2023;1;0;1
273;María;320;M;Cúcuta;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;09/04/2024;0;0;0
274;Valentina;520;M;Pereira;;Educación;No urgente;17/02/2024;0;0;0
275;Ana;150;F;Medellín;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;05/10/2024;1;0;0
276;Laura;360;F;Pereira;no hay suficientes escuelas públicas.;Seguridad;No urgente;24/09/2024;0;1;1
277;Juan;790;F;Cúcuta;queremos más presencia policial.;Seguridad;No urgente;08/07/2023;0;0;1
278;María;580;F;Cúcuta;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;01/08/2023;0;1;1
279;Carlos;460;F;Cartagena;la contaminación del río está aumentando.;Seguridad;Urgente;26/02/2024;1;1;1
280;Camilo;410;M;Cali;hay problemas con la recolección de basura.;Salud;Urgente;28/07/2024;0;1;0
281;Carlos;560;Otro;Manizales;la contaminación del río está aumentando.;Seguridad;No urgente;21/03/2024;1;0;0
282;Laura;220;F;Cúcuta;necesitamos más acceso a internet en la zona.;Educación;Urgente;20/06/2023;1;0;0
283;María;590;Otro;Bucaramanga;no hay suficientes escuelas públicas.;Salud;No urgente;14/06/2023;0;1;1
284;Ana;210;F;Manizales;hay problemas con la recolección de basura.;Educación;Urgente;28/11/2024;1;1;0
285;Camilo;510;F;Bucaramanga;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;04/02/2024;1;1;0
286;Laura;170;Otro;Bogotá;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;30/01/2024;0;1;0
287;Sofía;470;F;Pereira;la contaminación del río está aumentando.;Educación;No urgente;14/11/2024;0;0;0
288;Camilo;460;F;Bucaramanga;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;24/04/2023;1;0;0
289;Ana;570;F;Cali;necesitamos más acceso a internet en la zona.;Salud;Urgente;14/08/2024;1;0;1
290;Sofía;580;F;Santa Marta;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;20/05/2023;1;1;1
291;Pedro;670;M;Cartagena;las calles están muy oscuras y peligrosas.;Educación;No urgente;15/08/2024;1;0;1
292;Carlos;200;M;Cali;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;07/03/2023;0;1;0
293;Camilo;290;F;Manizales;falta agua potable en varias casas.;Salud;No urgente;02/11/2024;0;0;0
294;Ana;220;F;Pereira;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;19/08/2024;1;1;0
295;Sofía;290;F;Bogotá;falta agua potable en varias casas.;Seguridad;No urgente;24/07/2023;0;0;1
296;Ana;170;F;Barranquilla;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;09/01/2023;1;0;0
297;Ana;260;M;Cúcuta;necesitamos más acceso a internet en la zona.;Educación;No urgente;29/04/2023;1;1;0
298;Valentina;380;M;Cartagena;queremos más presencia policial.;Educación;No urgente;13/01/2024;0;1;1
299;Jorge;270;;Cali;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;26/07/2023;1;0;0
300;Jorge;250;M;Medellín;la contaminación del río está aumentando.;Seguridad;Urgente;07/02/2024;0;1;1
301;María;350;;Santa Marta;;Salud;No urgente;16/05/2024;0;0;1
302;Pedro;;Otro;Cartagena;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;04/01/2023;1;1;1
303;Jorge;710;Otro;Cali;las calles están muy oscuras y peligrosas.;Educación;No urgente;17/03/2023;0;1;1
304;Camilo;640;Otro;Bucaramanga;las basuras no se recogen a tiempo.;Educación;Urgente;19/09/2023;1;0;0
305;Sofía;390;F;Cali;necesitamos más acceso a internet en la zona.;Salud;No urgente;16/02/2023;0;0;0
306;Ana;230;M;Manizales;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;23/07/2024;0;1;0
307;Laura;380;M;Barranquilla;hay problemas con la recolección de basura.;Seguridad;Urgente;25/03/2024;0;0;0
308;Ana;;Otro;Cúcuta;la contaminación del río está aumentando.;Educación;Urgente;25/07/2024;0;1;1
309;Camilo;550;Otro;Bogotá;;Medio Ambiente;Urgente;08/08/2024;0;0;1
310;Valentina;650;;Manizales;no hay suficientes escuelas públicas.;Educación;Urgente;27/03/2023;0;1;0
311;Ana;780;M;Cúcuta;queremos más presencia policial.;Medio Ambiente;Urgente;01/09/2023;0;1;0
312;Valentina;650;F;Santa Marta;queremos más presencia policial.;Salud;Urgente;11/06/2023;0;1;1
313;María;500;Otro;Manizales;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;22/09/2023;0;1;1
314;Valentina;600;M;Barranquilla;queremos más presencia policial.;Salud;No urgente;07/08/2024;1;0;0
315;Juan;520;M;Bogotá;las basuras no se recogen a tiempo.;Educación;No urgente;21/10/2023;0;0;1
316;Juan;450;F;Santa Marta;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;28/04/2023;1;0;0
317;Camilo;720;M;Pereira;hay problemas con la recolección de basura.;Educación;No urgente;08/04/2023;0;1;1
318;Pedro;190;M;Barranquilla;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;23/10/2024;1;1;0
319;María;660;F;Manizales;la contaminación del río está aumentando.;Seguridad;No urgente;21/06/2024;1;1;0
320;Jorge;740;F;Pereira;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;05/07/2023;1;1;1
321;Laura;770;F;Bogotá;hay problemas con la recolección de basura.;Salud;No urgente;14/01/2024;0;1;1
322;Sofía;370;Otro;Cartagena;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;25/09/2024;0;1;1
323;Laura;180;M;Medellín;;Educación;No urgente;08/06/2023;1;0;1
324;Laura;690;M;Cali;falta agua potable en varias casas.;Educación;Urgente;09/04/2023;1;0;0
325;Laura;630;Otro;Santa Marta;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;26/02/2024;1;1;1
326;Camilo;290;F;Manizales;queremos más presencia policial.;Seguridad;No urgente;15/10/2023;1;1;1
327;Juan;160;F;Pereira;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;26/08/2024;0;0;0
328;Ana;620;F;Bucaramanga;queremos más presencia policial.;Educación;No urgente;28/07/2023;0;0;1
329;María;170;F;Barranquilla;las basuras no se recogen a tiempo.;Salud;Urgente;02/04/2024;0;0;0
330;María;540;Otro;Bogotá;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;10/12/2023;0;1;0
331;Jorge;580;M;Bucaramanga;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;29/01/2024;0;0;1
332;Juan;640;M;Medellín;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;26/03/2023;0;0;0
333;Jorge;;;Cartagena;queremos más presencia policial.;Salud;No urgente;13/05/2024;1;0;1
334;Camilo;620;Otro;Cali;;Medio Ambiente;Urgente;19/08/2023;1;1;1
335;Sofía;710;F;Cali;queremos más presencia policial.;Educación;No urgente;14/06/2024;1;0;1
336;Valentina;520;M;Manizales;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;21/07/2024;0;1;1
337;Ana;480;M;Pereira;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;09/04/2023;1;1;1
338;Juan;230;F;Manizales;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;28/09/2023;0;1;1
339;María;290;F;Medellín;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;04/03/2023;0;0;0
340;Jorge;;F;Cartagena;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;02/05/2023;0;0;1
341;Carlos;500;F;Cúcuta;las basuras no se recogen a tiempo.;Salud;No urgente;20/08/2023;1;1;1
342;Valentina;190;Otro;Cúcuta;no hay suficientes escuelas públicas.;Educación;No urgente;15/10/2024;1;1;1
343;Jorge;650;Otro;Bogotá;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;03/11/2023;0;1;1
344;Pedro;710;Otro;Medellín;no hay suficientes escuelas públicas.;Salud;No urgente;14/12/2023;1;1;0
345;Juan;610;M;Cúcuta;queremos más presencia policial.;Seguridad;No urgente;30/09/2023;1;1;1
346;María;200;;Cúcuta;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;27/10/2024;1;1;0
347;Carlos;620;Otro;Cúcuta;falta agua potable en varias casas.;Seguridad;No urgente;09/10/2023;1;1;1
348;Juan;760;M;Cali;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;23/09/2024;0;0;1
349;Camilo;730;M;;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;23/07/2023;1;1;0
350;Valentina;470;M;Cartagena;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;04/11/2023;1;1;1
351;Jorge;270;Otro;Medellín;queremos más presencia policial.;Educación;Urgente;28/08/2023;0;0;0
352;Laura;450;M;Barranquilla;falta agua potable en varias casas.;Medio Ambiente;Urgente;06/05/2024;1;0;0
353;María;650;Otro;Manizales;las basuras no se recogen a tiempo.;Salud;No urgente;26/08/2024;0;1;1
354;Valentina;290;F;Bogotá;queremos más presencia policial.;Salud;Urgente;18/05/2024;1;0;1
355;Juan;440;M;Cúcuta;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;01/01/2024;0;0;1
356;Valentina;620;M;Bogotá;la contaminación del río está aumentando.;Medio Ambiente;Urgente;21/06/2023;0;1;0
357;Carlos;;Otro;Barranquilla;;Medio Ambiente;Urgente;08/11/2024;1;1;1
358;Pedro;180;F;Cali;queremos más presencia policial.;Salud;Urgente;06/04/2023;1;1;1
359;Juan;580;Otro;Barranquilla;falta agua potable en varias casas.;Seguridad;No urgente;17/07/2024;0;0;1
360;Jorge;390;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;22/04/2024;1;1;1
361;Juan;690;Otro;Cali;hay problemas con la recolección de basura.;Seguridad;No urgente;07/10/2023;1;0;1
362;Jorge;280;F;Bogotá;falta agua potable en varias casas.;Educación;No urgente;19/08/2024;1;0;0
363;María;750;Otro;Pereira;las basuras no se recogen a tiempo.;Educación;No urgente;23/12/2023;1;0;0
364;Carlos;300;M;Cartagena;hay problemas con la recolección de basura.;Salud;Urgente;05/12/2023;0;0;0
365;Ana;300;;;hay problemas con la recolección de basura.;Seguridad;No urgente;22/09/2023;1;0;1
366;Sofía;520;F;Pereira;no hay suficientes escuelas públicas.;Medio Ambiente;No urgente;05/11/2024;1;1;1
367;María;690;M;Santa Marta;necesitamos más acceso a internet en la zona.;Educación;Urgente;12/01/2023;0;1;0
368;Ana;750;M;Cartagena;hay problemas con la recolección de basura.;Educación;Urgente;19/05/2024;0;1;1
369;Ana;180;M;Bucaramanga;falta agua potable en varias casas.;Educación;No urgente;07/01/2024;1;0;0
370;Camilo;410;M;Bogotá;queremos más presencia policial.;Seguridad;No urgente;08/09/2024;1;1;0
371;María;240;Otro;Bucaramanga;hay problemas con la recolección de basura.;Seguridad;Urgente;07/06/2024;0;0;0
372;María;180;M;Bogotá;hay problemas con la recolección de basura.;Salud;Urgente;28/05/2024;0;0;1
373;Carlos;670;F;Manizales;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;24/10/2024;1;0;1
374;Carlos;510;F;Manizales;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;02/06/2024;0;0;1
375;María;220;M;Cartagena;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;02/01/2023;0;1;0
376;Camilo;;M;Bogotá;falta agua potable en varias casas.;Medio Ambiente;No urgente;18/01/2023;1;0;0
377;Juan;320;M;Medellín;queremos más presencia policial.;Educación;Urgente;30/03/2024;0;0;1
378;Juan;430;Otro;Barranquilla;la contaminación del río está aumentando.;Salud;Urgente;18/01/2023;1;0;1
379;Juan;200;Otro;Cali;la contaminación del río está aumentando.;Medio Ambiente;No urgente;01/12/2023;1;0;1
380;Ana;430;Otro;Manizales;queremos más presencia policial.;Educación;Urgente;19/07/2024;1;0;0
381;Pedro;590;Otro;Cartagena;no hay suficientes escuelas públicas.;Educación;No urgente;03/09/2024;0;1;0
382;Laura;620;F;Barranquilla;faltan médicos en el centro de salud.;Salud;No urgente;02/10/2023;1;0;1
383;Jorge;520;M;Cali;necesitamos más acceso a internet en la zona.;Educación;Urgente;07/04/2024;0;0;1
384;Juan;770;F;Santa Marta;la contaminación del río está aumentando.;Salud;Urgente;16/08/2024;0;1;0
385;María;530;F;Santa Marta;las basuras no se recogen a tiempo.;Salud;Urgente;18/04/2023;0;1;0
386;Camilo;310;Otro;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;19/06/2024;0;0;1
387;Sofía;370;M;Barranquilla;faltan médicos en el centro de salud.;Salud;Urgente;06/11/2023;0;1;0
388;Carlos;320;M;Barranquilla;la contaminación del río está aumentando.;Seguridad;Urgente;09/05/2024;1;1;0
389;Sofía;760;M;Cúcuta;las calles están muy oscuras y peligrosas.;Educación;Urgente;19/10/2023;1;1;0
390;Jorge;460;Otro;Bucaramanga;la contaminación del río está aumentando.;Educación;Urgente;04/12/2023;1;1;1
391;Laura;650;F;Bogotá;no hay suficientes escuelas públicas.;Educación;Urgente;08/01/2023;1;1;1
392;Pedro;230;;Medellín;queremos más presencia policial.;Medio Ambiente;Urgente;02/06/2023;0;0;0
393;Juan;570;Otro;Bucaramanga;falta agua potable en varias casas.;Salud;Urgente;25/04/2023;1;1;0
394;Juan;210;M;Barranquilla;la contaminación del río está aumentando.;Salud;No urgente;06/12/2023;0;1;1
395;María;590;Otro;Cali;las calles están muy oscuras y peligrosas.;Salud;Urgente;07/09/2023;1;0;1
396;Camilo;330;Otro;Cúcuta;necesitamos más acceso a internet en la zona.;Educación;No urgente;05/12/2023;0;1;1
397;Juan;450;Otro;Pereira;no hay suficientes escuelas públicas.;Seguridad;Urgente;17/08/2024;1;1;0
398;Pedro;660;Otro;Bucaramanga;queremos más presencia policial.;Salud;Urgente;11/02/2023;0;0;1
399;Juan;430;F;Pereira;queremos más presencia policial.;Educación;No urgente;11/04/2024;0;0;0
400;María;610;M;Cúcuta;;Seguridad;No urgente;18/12/2023;0;1;0
401;Laura;780;Otro;Pereira;las basuras no se recogen a tiempo.;Seguridad;No urgente;09/07/2023;1;1;1
402;Ana;490;M;Bucaramanga;las calles están muy oscuras y peligrosas.;Educación;No urgente;07/11/2024;1;1;0
403;Pedro;;M;Medellín;hay problemas con la recolección de basura.;Seguridad;Urgente;31/10/2024;0;0;1
404;Camilo;410;M;Barranquilla;hay problemas con la recolección de basura.;Educación;Urgente;17/07/2023;0;1;0
405;Ana;390;Otro;Cartagena;las calles están muy oscuras y peligrosas.;Educación;No urgente;14/05/2024;0;0;0
406;Carlos;510;M;Cartagena;;Medio Ambiente;Urgente;20/04/2024;1;1;1
407;Pedro;170;Otro;Pereira;las basuras no se recogen a tiempo.;Educación;No urgente;24/02/2024;0;0;1
408;Juan;250;F;Cartagena;;Medio Ambiente;Urgente;18/11/2023;0;0;0
409;Pedro;600;M;Manizales;;Seguridad;Urgente;09/10/2023;0;0;0
410;Camilo;520;M;Manizales;queremos más presencia policial.;Medio Ambiente;No urgente;29/03/2024;0;1;1
411;Camilo;430;F;Medellín;queremos más presencia policial.;Medio Ambiente;Urgente;29/04/2023;1;0;0
412;Camilo;590;M;Cúcuta;falta agua potable en varias casas.;Salud;No urgente;13/06/2023;1;1;0
413;Laura;450;M;Cali;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;01/07/2023;0;0;0
414;Pedro;520;Otro;Manizales;;Salud;No urgente;09/07/2024;1;0;1
415;Ana;320;F;Bogotá;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;03/11/2024;1;0;1
416;Carlos;180;F;Cali;las calles están muy oscuras y peligrosas.;Educación;No urgente;30/07/2024;1;1;0
417;Juan;330;Otro;Cúcuta;las basuras no se recogen a tiempo.;Educación;No urgente;06/02/2024;0;1;0
418;Camilo;690;M;Barranquilla;queremos más presencia policial.;Seguridad;Urgente;08/10/2023;0;0;1
419;Juan;200;F;Cartagena;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;19/09/2024;0;1;0
420;Carlos;430;F;Cúcuta;falta agua potable en varias casas.;Salud;No urgente;20/09/2023;1;1;0
421;Pedro;420;Otro;Barranquilla;faltan médicos en el centro de salud.;Educación;Urgente;13/04/2023;1;1;1
422;María;360;M;Bucaramanga;faltan médicos en el centro de salud.;Salud;Urgente;11/05/2023;0;1;1
423;Carlos;590;M;Cúcuta;;Medio Ambiente;Urgente;30/10/2023;0;1;0
424;Camilo;530;Otro;Cali;la contaminación del río está aumentando.;Medio Ambiente;No urgente;12/10/2024;1;0;0
425;Camilo;640;Otro;Cúcuta;las basuras no se recogen a tiempo.;Seguridad;Urgente;10/11/2023;0;1;0
426;Camilo;500;Otro;Cartagena;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;14/08/2024;1;0;0
427;Pedro;430;M;Santa Marta;hay problemas con la recolección de basura.;Educación;Urgente;12/07/2024;0;0;1
428;Laura;170;F;Bogotá;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;03/03/2023;1;1;0
429;Valentina;640;M;Bogotá;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;06/10/2024;1;1;0
430;Sofía;690;F;Santa Marta;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;01/09/2023;1;1;0
431;Sofía;260;F;Cali;hay problemas con la recolección de basura.;Salud;Urgente;26/09/2023;0;1;0
432;Sofía;620;Otro;Cúcuta;falta agua potable en varias casas.;Medio Ambiente;No urgente;07/05/2023;0;0;0
433;Carlos;310;F;Barranquilla;queremos más presencia policial.;Salud;No urgente;01/07/2024;0;1;1
434;Carlos;660;M;Medellín;falta agua potable en varias casas.;Seguridad;No urgente;26/07/2024;0;1;1
435;Sofía;680;M;Cartagena;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;19/03/2024;1;0;0
436;Pedro;770;F;Barranquilla;faltan médicos en el centro de salud.;Educación;Urgente;02/08/2023;1;0;1
437;María;220;M;Barranquilla;queremos más presencia policial.;Salud;No urgente;20/03/2023;0;1;0
438;María;480;M;Cartagena;las calles están muy oscuras y peligrosas.;Salud;Urgente;07/09/2024;0;0;0
439;Valentina;530;M;Cúcuta;queremos más presencia policial.;Seguridad;Urgente;14/02/2024;0;0;1
440;Juan;430;M;Bogotá;faltan médicos en el centro de salud.;Salud;Urgente;28/03/2023;1;0;1
